2026/08/01 00:01:25 [lang.deprecated:2] WARNING: "map_metadata" is deprecated and will be removed in future version. Please use "metadata.map" instead.
2026/08/01 00:01:25 [lang.deprecated:2] WARNING: "map_metadata" is deprecated and will be removed in future version. Please use "metadata.map" instead.
2026/08/01 00:01:25 [error_jingle:3] "/usr/local/share/icecast/web/error.mp3" is static, resolving once for all...
2026/08/01 00:01:25 [error_jingle:3] Prepared "/usr/local/share/icecast/web/error.mp3" (RID 6).
2026/08/01 00:01:25 [safe_fallback:3] Switch to error_jingle.
2026/08/01 00:01:26 [playlist_000_transition:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/jingles_de_transition_1.mp3" (RID 11).
2026/08/01 00:01:26 [safe_fallback:3] Switch to amplify_0 with transition.
2026/08/01 00:01:26 [live_fallback:3] Switch to cross_0.
2026/08/01 00:01:26 [interrupting_fallback:3] Switch to requests_fallback.
2026/08/01 00:01:26 [requests_fallback:3] Switch to autodj_fallback.
2026/08/01 00:01:26 [autodj_fallback:3] Switch to schedule_switch.
2026/08/01 00:01:26 [schedule_switch:3] Switch to metadata.map_0.
2026/08/01 00:01:36 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/jingles_de_transition_1.mp3" (RID 14).
2026/08/01 00:03:01 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/jingles_de_transition_1.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/08/01 00:03:02 [playlist_bloc_a_serie_du_jour:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_04_bienvenue_sur_parole_prophetique_fm.mp3" (RID 7).
2026/08/01 00:03:02 [schedule_switch:3] Switch to cue_playlist_bloc_a_serie_du_jour with forgetful transition.
2026/08/01 00:03:02 [autodj_fallback:3] Switch to dynamic_startup with forgetful transition.
2026/08/01 00:03:02 [dynamic_startup:3] Switch to cue_next_song.
2026/08/01 00:04:37 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/jingles_de_transition_1.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/08/01 00:04:37 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_04_bienvenue_sur_parole_prophetique_fm.mp3" (RID 15).
2026/08/01 00:04:44 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_04_bienvenue_sur_parole_prophetique_fm.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/08/01 00:04:45 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/la_résurrection_des_morts_et_la_délivrance_de_lesclavage_de_la_corruption_part1.mp3" (RID 16).
2026/08/01 01:18:12 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/la_résurrection_des_morts_et_la_délivrance_de_lesclavage_de_la_corruption_part1.mp3" ended: Ffmpeg_decoder.End_of_file.
