2026/07/24 00:01:20 [lang:2] Could not perform http request: CurlException(Aborted_by_callback, 42, CURLE_ABORTED_BY_CALLBACK).
2026/07/24 00:01:20 [lang.deprecated:2] WARNING: "error.kind" is deprecated and will be removed in future version.
2026/07/24 00:01:20 [lang.deprecated:2] WARNING: "error.message" is deprecated and will be removed in future version.
2026/07/24 00:01:20 [lang:3] API djoff - Error: http - CurlException(Aborted_by_callback, 42, CURLE_ABORTED_BY_CALLBACK)
2026/07/24 00:01:25 [lang.deprecated:2] WARNING: "map_metadata" is deprecated and will be removed in future version. Please use "metadata.map" instead.
2026/07/24 00:01:25 [lang.deprecated:2] WARNING: "map_metadata" is deprecated and will be removed in future version. Please use "metadata.map" instead.
2026/07/24 00:01:25 [error_jingle:3] "/usr/local/share/icecast/web/error.mp3" is static, resolving once for all...
2026/07/24 00:01:25 [error_jingle:3] Prepared "/usr/local/share/icecast/web/error.mp3" (RID 6).
2026/07/24 00:01:25 [safe_fallback:3] Switch to error_jingle.
2026/07/24 00:01:25 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_04_bienvenue_sur_parole_prophetique_fm.mp3" (RID 8).
2026/07/24 00:01:25 [safe_fallback:3] Switch to amplify_0 with transition.
2026/07/24 00:01:25 [live_fallback:3] Switch to cross_0.
2026/07/24 00:01:25 [interrupting_fallback:3] Switch to requests_fallback.
2026/07/24 00:01:25 [requests_fallback:3] Switch to autodj_fallback.
2026/07/24 00:01:25 [autodj_fallback:3] Switch to dynamic_startup.
2026/07/24 00:01:25 [dynamic_startup:3] Switch to cue_next_song.
2026/07/24 00:01:32 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_04_bienvenue_sur_parole_prophetique_fm.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:01:32 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_04_bienvenue_sur_parole_prophetique_fm.mp3" (RID 14).
2026/07/24 00:01:39 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_message_04_bienvenue_sur_parole_prophetique_fm.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:01:39 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/jingles_de_transition_1.mp3" (RID 15).
2026/07/24 00:03:15 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/jingles_de_transition_1.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:03:15 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/amc_tian_combat_spirituel_1.mp3" (RID 16).
2026/07/24 00:12:57 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/amc_tian_combat_spirituel_1.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:12:57 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_08_prenons_un_moment_pour_ecouter_la_parole.mp3" (RID 17).
2026/07/24 00:13:04 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/Jingle/jingle_avant_bible_08_prenons_un_moment_pour_ecouter_la_parole.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:13:04 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_001.mp3" (RID 18).
2026/07/24 00:20:03 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_001.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:20:04 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_002.mp3" (RID 19).
2026/07/24 00:24:28 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_002.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:24:29 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_003.mp3" (RID 20).
2026/07/24 00:31:30 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_003.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:31:31 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_004.mp3" (RID 21).
2026/07/24 00:39:03 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_004.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:39:04 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_005.mp3" (RID 22).
2026/07/24 00:43:57 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_005.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:43:57 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_006.mp3" (RID 23).
2026/07/24 00:48:09 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_006.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:48:09 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_007.mp3" (RID 24).
2026/07/24 00:59:27 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_007.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 00:59:27 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_008.mp3" (RID 25).
2026/07/24 01:03:24 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_008.mp3" ended: Ffmpeg_decoder.End_of_file.
2026/07/24 01:03:24 [next_song:3] Prepared "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_009.mp3" (RID 26).
2026/07/24 01:07:01 [decoder:2] Decoding "/var/azuracast/stations/evangile_du_royaume/media/La bible/nombres_009.mp3" ended: Ffmpeg_decoder.End_of_file.
